date,close
2024-04-17,0.8030
2024-04-16,0.8048
2024-04-15,0.8034
2024-04-12,0.8026
2024-04-11,0.7967
2024-04-10,0.7973
2024-04-09,0.7887
2024-04-08,0.7901
2024-04-05,0.7913
2024-04-04,0.7910
2024-04-03,0.7904
2024-04-02,0.7951
2024-04-01,0.7967
2024-03-29,0.7920
2024-03-28,0.7922
2024-03-27,0.7912
2024-03-26,0.7918
2024-03-25,0.7914
2024-03-22,0.7935
2024-03-21,0.7901
2024-03-20,0.7822
2024-03-19,0.7860
2024-03-18,0.7856
2024-03-15,0.7853
2024-03-14,0.7842
2024-03-13,0.7814
2024-03-12,0.7817
2024-03-11,0.7805
2024-03-08,0.7777
2024-03-07,0.7807
2024-03-06,0.7854
2024-03-05,0.7871
2024-03-04,0.7879
2024-03-01,0.7903
2024-02-29,0.7920
2024-02-28,0.7898
2024-02-27,0.7884
2024-02-26,0.7883
2024-02-23,0.7891
2024-02-22,0.7898
2024-02-21,0.7913
2024-02-20,0.7923
2024-02-19,0.7940
2024-02-16,0.7936
2024-02-15,0.7937
2024-02-14,0.7958
2024-02-13,0.7941
2024-02-12,0.7920
2024-02-09,0.7918
2024-02-08,0.7926
2024-02-07,0.7921
2024-02-06,0.7937
2024-02-05,0.7978
2024-02-02,0.7916
2024-02-01,0.7846
2024-01-31,0.7881
2024-01-30,0.7873
2024-01-29,0.7867
2024-01-26,0.7872
2024-01-25,0.7868
2024-01-24,0.7858
2024-01-23,0.7882
2024-01-22,0.7867
2024-01-19,0.7871
2024-01-18,0.7871
2024-01-17,0.7889
2024-01-16,0.7913
2024-01-15,0.7857
2024-01-12,0.7842
2024-01-11,0.7834
2024-01-10,0.7847
2024-01-09,0.7867
2024-01-08,0.7844
2024-01-05,0.7863
2024-01-04,0.7885
2024-01-03,0.7896
2024-01-02,0.7925
2024-01-01,0.7856
2023-12-29,0.7854
2023-12-28,0.7854
2023-12-27,0.7814
2023-12-26,0.7859
2023-12-25,0.7875
2023-12-22,0.7875
2023-12-21,0.7881
2023-12-20,0.7912
2023-12-19,0.7853
2023-12-18,0.7907
2023-12-15,0.7889
2023-12-14,0.7832
2023-12-13,0.7925
2023-12-12,0.7960
2023-12-11,0.7965
2023-12-08,0.7969
2023-12-07,0.7940
2023-12-06,0.7962
2023-12-05,0.7938
2023-12-04,0.7915
2023-12-01,0.7867
2023-11-30,0.7922
2023-11-29,0.7877
2023-11-28,0.7878
2023-11-27,0.7920
2023-11-24,0.7934
2023-11-23,0.7979
2023-11-22,0.8003
2023-11-21,0.7976
2023-11-20,0.7996
2023-11-17,0.8024
2023-11-16,0.8056
2023-11-15,0.8054
2023-11-14,0.8000
2023-11-13,0.8143
2023-11-10,0.8179
2023-11-09,0.8180
2023-11-08,0.8139
2023-11-07,0.8131
2023-11-06,0.8102
2023-11-03,0.8077
2023-11-02,0.8193
2023-11-01,0.8230
2023-10-31,0.8229
2023-10-30,0.8218
2023-10-27,0.8250
2023-10-26,0.8245
2023-10-25,0.8257
2023-10-24,0.8224
2023-10-23,0.8165
2023-10-20,0.8220
2023-10-19,0.8235
2023-10-18,0.8236
2023-10-17,0.8207
2023-10-16,0.8185
2023-10-13,0.8234
2023-10-12,0.8214
2023-10-11,0.8121
2023-10-10,0.8139
2023-10-09,0.8171
2023-10-06,0.8174
2023-10-05,0.8203
2023-10-04,0.8241
2023-10-03,0.8280
2023-10-02,0.8274
2023-09-29,0.8196
2023-09-28,0.8193
2023-09-27,0.8241
2023-09-26,0.8224
2023-09-25,0.8190
2023-09-22,0.8169
2023-09-21,0.8133
2023-09-20,0.8101
2023-09-19,0.8069
2023-09-18,0.8075
2023-09-15,0.8076
2023-09-14,0.8059
2023-09-13,0.8007
2023-09-12,0.8004
2023-09-11,0.7995
2023-09-08,0.8021
2023-09-07,0.8019
2023-09-06,0.7996
2023-09-05,0.7959
2023-09-04,0.7919
2023-09-01,0.7942
2023-08-31,0.7891
2023-08-30,0.7861
2023-08-29,0.7909
2023-08-28,0.7935
2023-08-25,0.7950
2023-08-24,0.7936
2023-08-23,0.7859
2023-08-22,0.7853
2023-08-21,0.7839
2023-08-18,0.7853
2023-08-17,0.7846
2023-08-16,0.7854
2023-08-15,0.7870
2023-08-14,0.7883
2023-08-11,0.7876
2023-08-10,0.7890
2023-08-09,0.7863
2023-08-08,0.7843
2023-08-07,0.7823
2023-08-04,0.7844
2023-08-03,0.7869
2023-08-02,0.7868
2023-08-01,0.7827
2023-07-31,0.7791
2023-07-28,0.7783
2023-07-27,0.7815
2023-07-26,0.7727
2023-07-25,0.7751
2023-07-24,0.7797
2023-07-21,0.7779
2023-07-20,0.7771
2023-07-19,0.7727
2023-07-18,0.7671
2023-07-17,0.7649
2023-07-14,0.7638
2023-07-13,0.7612
2023-07-12,0.7699
2023-07-11,0.7733
2023-07-10,0.7776
2023-07-07,0.7790
2023-07-06,0.7848
2023-07-05,0.7872
2023-07-04,0.7865
2023-07-03,0.7879
2023-06-30,0.7874
2023-06-29,0.7929
2023-06-28,0.7914
2023-06-27,0.7843
2023-06-26,0.7866
2023-06-23,0.7864
2023-06-22,0.7845
2023-06-21,0.7832
2023-06-20,0.7834
2023-06-19,0.7816
2023-06-16,0.7802
2023-06-15,0.7823
2023-06-14,0.7896
2023-06-13,0.7929
2023-06-12,0.7992
2023-06-09,0.7953
2023-06-08,0.7961
2023-06-07,0.8040
2023-06-06,0.8049
2023-06-05,0.8041
2023-06-02,0.8032
2023-06-01,0.7983
2023-05-31,0.8038
2023-05-30,0.8056
2023-05-29,0.8094
2023-05-26,0.8101
2023-05-25,0.8115
2023-05-24,0.8088
2023-05-23,0.8054
2023-05-22,0.8040
2023-05-19,0.8035
2023-05-18,0.8058
2023-05-17,0.8008
2023-05-16,0.8008
2023-05-15,0.7981
2023-05-12,0.8032
2023-05-11,0.7994
2023-05-10,0.7920
2023-05-09,0.7923
2023-05-08,0.7925
2023-05-05,0.7915
2023-05-04,0.7953
2023-05-03,0.7958
2023-05-02,0.8022
2023-05-01,0.8002
2023-04-28,0.7959
2023-04-27,0.8002
2023-04-26,0.8020
2023-04-25,0.8059
2023-04-24,0.8010
2023-04-21,0.8040
2023-04-20,0.8037
2023-04-19,0.8039
2023-04-18,0.8047
2023-04-17,0.8081
2023-04-14,0.8054
2023-04-13,0.7985
2023-04-12,0.8010
2023-04-11,0.8048
2023-04-10,0.8076
2023-04-07,0.8054
2023-04-06,0.8040
2023-04-05,0.8024
2023-04-04,0.8000
2023-04-03,0.8054
2023-03-31,0.8106
2023-03-30,0.8074
2023-03-29,0.8121
2023-03-28,0.8103
2023-03-27,0.8139
2023-03-24,0.8176
2023-03-23,0.8139
2023-03-22,0.8152
2023-03-21,0.8184
2023-03-20,0.8145
2023-03-17,0.8211
2023-03-16,0.8257
2023-03-15,0.8294
2023-03-14,0.8224
2023-03-13,0.8207
2023-03-10,0.8312
2023-03-09,0.8385
2023-03-08,0.8443
2023-03-07,0.8457
2023-03-06,0.8314
2023-03-03,0.8304
2023-03-02,0.8371
2023-03-01,0.8315
2023-02-28,0.8318
2023-02-27,0.8288
2023-02-24,0.8371
2023-02-23,0.8324
2023-02-22,0.8301
2023-02-21,0.8257
2023-02-20,0.8305
2023-02-17,0.8306
2023-02-16,0.8339
2023-02-15,0.8310
2023-02-14,0.8214
2023-02-13,0.8238
2023-02-10,0.8293
2023-02-09,0.8250
2023-02-08,0.8285
2023-02-07,0.8301
2023-02-06,0.8320
2023-02-03,0.8296
2023-02-02,0.8182
2023-02-01,0.8083
2023-01-31,0.8119
2023-01-30,0.8096
2023-01-27,0.8067
2023-01-26,0.8058
2023-01-25,0.8063
2023-01-24,0.8111
2023-01-23,0.8080
2023-01-20,0.8068
2023-01-19,0.8070
2023-01-18,0.8098
2023-01-17,0.8139
2023-01-16,0.8196
2023-01-13,0.8175
2023-01-12,0.8189
2023-01-11,0.8232
2023-01-10,0.8230
2023-01-09,0.8207
2023-01-06,0.8269
2023-01-05,0.8396
2023-01-04,0.8296
2023-01-03,0.8356
2023-01-02,0.8300
2022-12-30,0.8266
2022-12-29,0.8295
2022-12-28,0.8321
2022-12-27,0.8312
2022-12-26,0.8286
2022-12-23,0.8297
2022-12-22,0.8306
2022-12-21,0.8276
2022-12-20,0.8207
2022-12-19,0.8233
2022-12-16,0.8237
2022-12-15,0.8211
2022-12-14,0.8049
2022-12-13,0.8087
2022-12-12,0.8148
2022-12-09,0.8155
2022-12-08,0.8173
2022-12-07,0.8192
2022-12-06,0.8244
2022-12-05,0.8202
2022-12-02,0.8136
2022-12-01,0.8163
2022-11-30,0.8293
2022-11-29,0.8368
2022-11-28,0.8361
2022-11-25,0.8268
2022-11-24,0.8253
2022-11-23,0.8295
2022-11-22,0.8413
2022-11-21,0.8457
2022-11-18,0.8412
2022-11-17,0.8427
2022-11-16,0.8393
2022-11-15,0.8427
2022-11-14,0.8503
2022-11-11,0.8448
2022-11-10,0.8536
2022-11-09,0.8805
2022-11-08,0.8662
2022-11-07,0.8685
2022-11-04,0.8790
2022-11-03,0.8961
2022-11-02,0.8778
2022-11-01,0.8709
2022-10-31,0.8723
2022-10-28,0.8611
2022-10-27,0.8647
2022-10-26,0.8600
2022-10-25,0.8717
2022-10-24,0.8866
2022-10-21,0.8846
2022-10-20,0.8898
2022-10-19,0.8914
2022-10-18,0.8832
2022-10-17,0.8804
2022-10-14,0.8942
2022-10-13,0.8825
2022-10-12,0.9007
2022-10-11,0.9117
2022-10-10,0.9045
2022-10-07,0.9015
2022-10-06,0.8959
2022-10-05,0.8829
2022-10-04,0.8714
2022-10-03,0.8830
2022-09-30,0.8954
2022-09-29,0.8990
2022-09-28,0.9182
2022-09-27,0.9316
2022-09-26,0.9356
2022-09-23,0.9242
2022-09-22,0.8886
2022-09-21,0.8872
2022-09-20,0.8786
2022-09-19,0.8745
2022-09-16,0.8754
2022-09-15,0.8720
2022-09-14,0.8665
2022-09-13,0.8700
2022-09-12,0.8559
2022-09-09,0.8630
2022-09-08,0.8693
2022-09-07,0.8670
2022-09-06,0.8681
2022-09-05,0.8683
2022-09-02,0.8687
2022-09-01,0.8661
2022-08-31,0.8605
2022-08-30,0.8580
2022-08-29,0.8542
2022-08-26,0.8519
2022-08-25,0.8450
2022-08-24,0.8478
2022-08-23,0.8449
2022-08-22,0.8498
2022-08-19,0.8452
2022-08-18,0.8382
2022-08-17,0.8299
2022-08-16,0.8266
2022-08-15,0.8297
2022-08-12,0.8239
2022-08-11,0.8197
2022-08-10,0.8179
2022-08-09,0.8281
2022-08-08,0.8280
2022-08-05,0.8286
2022-08-04,0.8224
2022-08-03,0.8233
2022-08-02,0.8219
2022-08-01,0.8163
2022-07-29,0.8210
2022-07-28,0.8212
2022-07-27,0.8226
2022-07-26,0.8312
2022-07-25,0.8302
2022-07-22,0.8329
2022-07-21,0.8330
2022-07-20,0.8349
2022-07-19,0.8336
2022-07-18,0.8366
2022-07-15,0.8426
2022-07-14,0.8456
2022-07-13,0.8412
2022-07-12,0.8412
2022-07-11,0.8409
2022-07-08,0.8309
2022-07-07,0.8317
2022-07-06,0.8385
2022-07-05,0.8363
2022-07-04,0.8261
2022-07-01,0.8266
2022-06-30,0.8212
2022-06-29,0.8250
2022-06-28,0.8205
2022-06-27,0.8152
2022-06-24,0.8148
2022-06-23,0.8156
2022-06-22,0.8155
2022-06-21,0.8144
2022-06-20,0.8163
2022-06-17,0.8181
2022-06-16,0.8095
2022-06-15,0.8212
2022-06-14,0.8337
2022-06-13,0.8241
2022-06-10,0.8120
2022-06-09,0.8003
2022-06-08,0.7977
2022-06-07,0.7943
2022-06-06,0.7979
2022-06-03,0.8007
2022-06-02,0.7950
2022-06-01,0.8008
2022-05-31,0.7934
2022-05-30,0.7903
2022-05-27,0.7917
2022-05-26,0.7932
2022-05-25,0.7952
2022-05-24,0.7979
2022-05-23,0.7944
2022-05-20,0.8005
2022-05-19,0.8018
2022-05-18,0.8101
2022-05-17,0.8004
2022-05-16,0.8116
2022-05-13,0.8154
2022-05-12,0.8196
2022-05-11,0.8163
2022-05-10,0.8121
2022-05-09,0.8109
2022-05-06,0.8104
2022-05-05,0.8091
2022-05-04,0.7914
2022-05-03,0.8000
2022-05-02,0.8004
2022-04-29,0.7954
2022-04-28,0.8027
2022-04-27,0.7972
2022-04-26,0.7954
2022-04-25,0.7850
2022-04-22,0.7789
2022-04-21,0.7675
2022-04-20,0.7653
2022-04-19,0.7693
2022-04-18,0.7686
2022-04-15,0.7658
2022-04-14,0.7655
2022-04-13,0.7624
2022-04-12,0.7691
2022-04-11,0.7675
2022-04-08,0.7670
2022-04-07,0.7649
2022-04-06,0.7653
2022-04-05,0.7648
2022-04-04,0.7625
2022-04-01,0.7626
2022-03-31,0.7611
2022-03-30,0.7613
2022-03-29,0.7637
2022-03-28,0.7638
2022-03-25,0.7588
2022-03-24,0.7583
2022-03-23,0.7572
2022-03-22,0.7540
2022-03-21,0.7594
2022-03-18,0.7589
2022-03-17,0.7606
2022-03-16,0.7605
2022-03-15,0.7668
2022-03-14,0.7692
2022-03-11,0.7670
2022-03-10,0.7640
2022-03-09,0.7587
2022-03-08,0.7632
2022-03-07,0.7631
2022-03-04,0.7558
2022-03-03,0.7491
2022-03-02,0.7458
2022-03-01,0.7504
2022-02-28,0.7453
2022-02-25,0.7454
2022-02-24,0.7473
2022-02-23,0.7382
2022-02-22,0.7361
2022-02-21,0.7351
2022-02-18,0.7359
2022-02-17,0.7345
2022-02-16,0.7361
2022-02-15,0.7387
2022-02-14,0.7392
2022-02-11,0.7374
2022-02-10,0.7377
2022-02-09,0.7388
2022-02-08,0.7383
2022-02-07,0.7387
2022-02-04,0.7392
2022-02-03,0.7354
2022-02-02,0.7367
2022-02-01,0.7395
2022-01-31,0.7437
2022-01-28,0.7461
2022-01-27,0.7472
2022-01-26,0.7427
2022-01-25,0.7407
2022-01-24,0.7414
2022-01-21,0.7378
2022-01-20,0.7354
2022-01-19,0.7346
2022-01-18,0.7358
2022-01-17,0.7329
2022-01-14,0.7312
2022-01-13,0.7297
2022-01-12,0.7299
2022-01-11,0.7335
2022-01-10,0.7366
2022-01-07,0.7357
2022-01-06,0.7390
2022-01-05,0.7377
2022-01-04,0.7392
2022-01-03,0.7417
2021-12-31,0.7392
2021-12-30,0.7407
2021-12-29,0.7413
2021-12-28,0.7445
2021-12-27,0.7439
2021-12-24,0.7470
2021-12-23,0.7457
2021-12-22,0.7490
2021-12-21,0.7536
2021-12-20,0.7572
2021-12-17,0.7555
2021-12-16,0.7507
2021-12-15,0.7540
2021-12-14,0.7558
2021-12-13,0.7566
2021-12-10,0.7535
2021-12-09,0.7565
2021-12-08,0.7573
2021-12-07,0.7551
2021-12-06,0.7539
2021-12-03,0.7555
2021-12-02,0.7515
2021-12-01,0.7531
2021-11-30,0.7518
2021-11-29,0.7511
2021-11-26,0.7497
2021-11-25,0.7507
2021-11-24,0.7503
2021-11-23,0.7476
2021-11-22,0.7464
2021-11-19,0.7437
2021-11-18,0.7409
2021-11-17,0.7413
2021-11-16,0.7447
2021-11-15,0.7453
2021-11-12,0.7456
2021-11-11,0.7481
2021-11-10,0.7459
2021-11-09,0.7377
2021-11-08,0.7371
2021-11-05,0.7409
2021-11-04,0.7408
2021-11-03,0.7308
2021-11-02,0.7346
2021-11-01,0.7318
2021-10-29,0.7305
2021-10-28,0.7251
2021-10-27,0.7278
2021-10-26,0.7264
2021-10-25,0.7264
2021-10-22,0.7269
2021-10-21,0.7249
2021-10-20,0.7233
2021-10-19,0.7249
2021-10-18,0.7284
2021-10-15,0.7274
2021-10-14,0.7313
2021-10-13,0.7321
2021-10-12,0.7359
2021-10-11,0.7356
2021-10-08,0.7344
2021-10-07,0.7343
2021-10-06,0.7363
2021-10-05,0.7339
2021-10-04,0.7349
2021-10-01,0.7382
2021-09-30,0.7420
2021-09-29,0.7447
2021-09-28,0.7387
2021-09-27,0.7299
2021-09-24,0.7312
2021-09-23,0.7289
2021-09-22,0.7345
2021-09-21,0.7321
2021-09-20,0.7321
2021-09-17,0.7279
2021-09-16,0.7249
2021-09-15,0.7226
2021-09-14,0.7241
2021-09-13,0.7226
2021-09-10,0.7229
2021-09-09,0.7228
2021-09-08,0.7262
2021-09-07,0.7254
2021-09-06,0.7226
2021-09-03,0.7216
2021-09-02,0.7229
2021-09-01,0.7264
2021-08-31,0.7269
2021-08-30,0.7268
2021-08-27,0.7265
2021-08-26,0.7300
2021-08-25,0.7266
2021-08-24,0.7284
2021-08-23,0.7288
2021-08-20,0.7339
2021-08-19,0.7331
2021-08-18,0.7271
2021-08-17,0.7278
2021-08-16,0.7224
2021-08-13,0.7212
2021-08-12,0.7243
2021-08-11,0.7210
2021-08-10,0.7225
2021-08-09,0.7222
2021-08-06,0.7208
2021-08-05,0.7180
2021-08-04,0.7199
2021-08-03,0.7185
2021-08-02,0.7201
2021-07-30,0.7192
2021-07-29,0.7163
2021-07-28,0.7192
2021-07-27,0.7207
2021-07-26,0.7237
2021-07-23,0.7274
2021-07-22,0.7263
2021-07-21,0.7291
2021-07-20,0.7337
2021-07-19,0.7312
2021-07-16,0.7263
2021-07-15,0.7231
2021-07-14,0.7214
2021-07-13,0.7238
2021-07-12,0.7204
2021-07-09,0.7192
2021-07-08,0.7254
2021-07-07,0.7245
2021-07-06,0.7246
2021-07-05,0.7223
2021-07-02,0.7231
2021-07-01,0.7266
2021-06-30,0.7230
2021-06-29,0.7226
2021-06-28,0.7203
2021-06-25,0.7202
2021-06-24,0.7181
2021-06-23,0.7163
2021-06-22,0.7168
2021-06-21,0.7176
2021-06-18,0.7245
2021-06-17,0.7181
2021-06-16,0.7149
2021-06-15,0.7099
2021-06-14,0.7088
2021-06-11,0.7089
2021-06-10,0.7054
2021-06-09,0.7084
2021-06-08,0.7066
2021-06-07,0.7054
2021-06-04,0.7063
2021-06-03,0.7089
2021-06-02,0.7057
2021-06-01,0.7067
2021-05-31,0.7036
2021-05-28,0.7046
2021-05-27,0.7039
2021-05-26,0.7084
2021-05-25,0.7068
2021-05-24,0.7065
2021-05-21,0.7067
2021-05-20,0.7048
2021-05-19,0.7085
2021-05-18,0.7048
2021-05-17,0.7075
2021-05-14,0.7094
2021-05-13,0.7117
2021-05-12,0.7116
2021-05-11,0.7072
2021-05-10,0.7084
2021-05-07,0.7153
2021-05-06,0.7198
2021-05-05,0.7191
2021-05-04,0.7200
2021-05-03,0.7189
2021-04-30,0.7237
2021-04-29,0.7174
2021-04-28,0.7176
2021-04-27,0.7188
2021-04-26,0.7196
2021-04-23,0.7228
2021-04-22,0.7225
2021-04-21,0.7178
2021-04-20,0.7174
2021-04-19,0.7151
2021-04-16,0.7225
2021-04-15,0.7256
2021-04-14,0.7258
2021-04-13,0.7273
2021-04-12,0.7276
2021-04-09,0.7297
2021-04-08,0.7280
2021-04-07,0.7279
2021-04-06,0.7234
2021-04-05,0.7195
2021-04-02,0.7230
2021-04-01,0.7229
2021-03-31,0.7255
2021-03-30,0.7277
2021-03-29,0.7266
2021-03-26,0.7249
2021-03-25,0.7282
2021-03-24,0.7308
2021-03-23,0.7272
2021-03-22,0.7214
2021-03-19,0.7210
2021-03-18,0.7180
2021-03-17,0.7162
2021-03-16,0.7198
2021-03-15,0.7192
2021-03-12,0.7184
2021-03-11,0.7147
2021-03-10,0.7177
2021-03-09,0.7198
2021-03-08,0.7235
2021-03-05,0.7228
2021-03-04,0.7198
2021-03-03,0.7169
2021-03-02,0.7166
2021-03-01,0.7181
2021-02-26,0.7182
2021-02-25,0.7137
2021-02-24,0.7071
2021-02-23,0.7085
2021-02-22,0.7110
2021-02-19,0.7137
2021-02-18,0.7156
2021-02-17,0.7216
2021-02-16,0.7193
2021-02-15,0.7193
2021-02-12,0.7217
2021-02-11,0.7238
2021-02-10,0.7228
2021-02-09,0.7238
2021-02-08,0.7276
2021-02-05,0.7281
2021-02-04,0.7315
2021-02-03,0.7328
2021-02-02,0.7316
2021-02-01,0.7320
2021-01-29,0.7294
2021-01-28,0.7288
2021-01-27,0.7305
2021-01-26,0.7281
2021-01-25,0.7312
2021-01-22,0.7307
2021-01-21,0.7283
2021-01-20,0.7324
2021-01-19,0.7335
2021-01-18,0.7361
2021-01-15,0.7362
2021-01-14,0.7306
2021-01-13,0.7332
2021-01-12,0.7317
2021-01-11,0.7400
2021-01-08,0.7371
2021-01-07,0.7372
2021-01-06,0.7349
2021-01-05,0.7339
2021-01-04,0.7367
2021-01-01,0.7317
2020-12-31,0.7318
2020-12-30,0.7339
2020-12-29,0.7406
2020-12-28,0.7435
2020-12-25,0.7373
2020-12-24,0.7378
2020-12-23,0.7410
2020-12-22,0.7482
2020-12-21,0.7428
2020-12-18,0.7399
2020-12-17,0.7362
2020-12-16,0.7401
2020-12-15,0.7428
2020-12-14,0.7501
2020-12-11,0.7560
2020-12-10,0.7521
2020-12-09,0.7459
2020-12-08,0.7486
2020-12-07,0.7471
2020-12-04,0.7441
2020-12-03,0.7435
2020-12-02,0.7480
2020-12-01,0.7446
2020-11-30,0.7505
2020-11-27,0.7511
