Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1981-04-30 00:00:00-04:00,0.0,0.08927067642377617,0.08857865631580353,0.08857865631580353,16760000,0.0,0.0
1981-05-01 00:00:00-04:00,0.0,0.09273080882186889,0.09100075811147688,0.0910007581114769,15180000,0.0,0.0
1981-05-04 00:00:00-04:00,0.0,0.08996268627068729,0.08927066624164581,0.08927066624164581,3340000,0.0,0.0
1981-05-05 00:00:00-04:00,0.0,0.0896166864777625,0.08857865631580353,0.08857865631580353,12560000,0.0,0.0
1981-05-06 00:00:00-04:00,0.0,0.09203877947842959,0.09065473079681396,0.09065473079681396,15700000,0.0,0.0
1981-05-07 00:00:00-04:00,0.0,0.09203878331931885,0.09134676307439804,0.09134676307439804,7820000,0.0,0.0
1981-05-08 00:00:00-04:00,0.0,0.094114797855993,0.0934227779507637,0.0934227779507637,10620000,0.0,0.0
1981-05-11 00:00:00-04:00,0.0,0.09307679571663144,0.09203876554965973,0.09203876554965973,11420000,0.0,0.0
1981-05-12 00:00:00-04:00,0.0,0.0927307856609742,0.09203876554965973,0.09203876554965973,8780000,0.0,0.0
1981-05-13 00:00:00-04:00,0.0,0.0927307856609742,0.09203876554965973,0.09203876554965973,7360000,0.0,0.0
1981-05-14 00:00:00-04:00,0.0,0.09307677801477256,0.09273076802492142,0.09273076802492142,6240000,0.0,0.0
1981-05-15 00:00:00-04:00,0.0,0.09584491478091428,0.09549890458583832,0.09549890458583832,11560000,0.0,0.0
1981-05-18 00:00:00-04:00,0.0,0.09722895698942323,0.09688294678926469,0.09688294678926468,13160000,0.0,0.0
1981-05-19 00:00:00-04:00,0.0,0.09826693952402933,0.09757491946220398,0.09757491946220398,10500000,0.0,0.0
1981-05-20 00:00:00-04:00,0.0,0.10380311072852504,0.10345710068941115,0.10345710068941116,23500000,0.0,0.0
1981-05-21 00:00:00-04:00,0.0,0.10933930196473442,0.1089932918548584,0.1089932918548584,20260000,0.0,0.0
1981-05-22 00:00:00-04:00,0.0,0.1107233441736903,0.11037733405828476,0.11037733405828476,9120000,0.0,0.0
1981-05-26 00:00:00-04:00,0.0,0.10864730702054867,0.10830129683017731,0.10830129683017731,6740000,0.0,0.0
1981-05-27 00:00:00-04:00,0.0,0.10311109097992657,0.10241907089948654,0.10241907089948654,6940000,0.0,0.0
1981-05-28 00:00:00-04:00,0.0,0.10276508093970656,0.10241907089948654,0.10241907089948654,9320000,0.0,0.0
1981-05-29 00:00:00-04:00,0.0,0.1051871805550838,0.10449516028165817,0.10449516028165817,25600000,0.0,0.0
1981-06-01 00:00:00-04:00,0.0,0.10933932214054536,0.10864730179309845,0.10864730179309845,25060000,0.0,0.0
1981-06-02 00:00:00-04:00,0.0,0.10760927505155574,0.10691725462675095,0.10691725462675095,10880000,0.0,0.0
1981-06-03 00:00:00-04:00,0.0,0.10864730702054867,0.10830129683017731,0.10830129683017731,16440000,0.0,0.0
1981-06-04 00:00:00-04:00,0.0,0.11279936395153084,0.11210734397172928,0.11210734397172928,35900000,0.0,0.0
1981-06-05 00:00:00-04:00,0.0,0.11902757734060287,0.11902757734060287,0.11902757734060287,18340000,0.0,0.0
1981-06-08 00:00:00-04:00,0.0,0.11798954044168265,0.11695151031017302,0.11695151031017303,10300000,0.0,0.0
1981-06-09 00:00:00-04:00,0.0,0.11695153632605641,0.11625950783491133,0.11625950783491135,13700000,0.0,0.0
1981-06-10 00:00:00-04:00,0.0,0.11695153632605641,0.11625950783491133,0.11625950783491135,20000000,0.0,0.0
1981-06-11 00:00:00-04:00,0.0,0.11695149378941713,0.1166054755449295,0.1166054755449295,25020000,0.0,0.0
1981-06-12 00:00:00-04:00,0.0,0.12594782336092142,0.12560181319713593,0.12560181319713593,19860000,0.0,0.0
1981-06-15 00:00:00-04:00,0.0,0.13252196221824994,0.13217595219612122,0.13217595219612122,19240000,0.0,0.0
1981-06-16 00:00:00-04:00,0.0,0.12906187300378028,0.12836985290050507,0.12836985290050507,27900000,0.0,0.0
1981-06-17 00:00:00-04:00,0.0,0.12387169678658559,0.12248765677213669,0.12248765677213669,16160000,0.0,0.0
1981-06-18 00:00:00-04:00,0.0,0.12283366677574892,0.12248765677213669,0.12248765677213669,15640000,0.0,0.0
1981-06-19 00:00:00-04:00,0.0,0.12110362980259698,0.1200655996799469,0.1200655996799469,3700000,0.0,0.0
1981-06-22 00:00:00-04:00,0.0,0.11971960778810939,0.1183355674147606,0.11833556741476059,3020000,0.0,0.0
1981-06-23 00:00:00-04:00,0.0,0.1211036246954511,0.12041160464286804,0.12041160464286804,4900000,0.0,0.0
1981-06-24 00:00:00-04:00,0.0,0.11695153632605641,0.11625950783491133,0.11625950783491135,3600000,0.0,0.0
1981-06-25 00:00:00-04:00,0.0,0.11487545917818054,0.11279939860105513,0.11279939860105515,4760000,0.0,0.0
1981-06-26 00:00:00-04:00,0.0,0.11556747367038574,0.11418343335390091,0.11418343335390091,1040000,0.0,0.0
1981-06-29 00:00:00-04:00,0.0,0.11625947593259967,0.1148754358291626,0.1148754358291626,4580000,0.0,0.0
1981-06-30 00:00:00-04:00,0.0,0.11279939675978683,0.1114153563976288,0.11141535639762878,4140000,0.0,0.0
1981-07-01 00:00:00-04:00,0.0,0.11141534422552064,0.11072332412004471,0.11072332412004471,12540000,0.0,0.0
1981-07-02 00:00:00-04:00,0.0,0.10795525284490795,0.10657121241092682,0.10657121241092682,3040000,0.0,0.0
1981-07-06 00:00:00-04:00,0.0,0.10172705904298822,0.1003430187702179,0.1003430187702179,4240000,0.0,0.0
1981-07-07 00:00:00-04:00,0.0,0.10034302905166725,0.09965100884437561,0.09965100884437561,5220000,0.0,0.0
1981-07-08 00:00:00-04:00,0.09965100884437561,0.09965100884437561,0.09965100884437561,0.09965100884437561,0,0.0,0.0
1981-07-09 00:00:00-04:00,0.0,0.10172705904298822,0.09965099863383273,0.1003430187702179,31200000,0.0,0.0
1981-07-10 00:00:00-04:00,0.0,0.10138104897479563,0.1003430187702179,0.1003430187702179,12120000,0.0,0.0
1981-07-13 00:00:00-04:00,0.0,0.1013810738415856,0.09999703322933724,0.10068905353546143,13440000,0.0,0.0
1981-07-14 00:00:00-04:00,0.0,0.10034302043287419,0.09792094166586218,0.09826695173978806,14120000,0.0,0.0
1981-07-15 00:00:00-04:00,0.0,0.09826694046907336,0.09342279998970922,0.09446083009243011,11360000,0.0,0.0
1981-07-16 00:00:00-04:00,0.0,0.09792092442512512,0.09411481428207454,0.09792092442512512,12580000,0.0,0.0
1981-07-17 00:00:00-04:00,0.0,0.09930496447714351,0.09757491441212052,0.09792092442512512,12880000,0.0,0.0
1981-07-20 00:00:00-04:00,0.0,0.09861295506098294,0.09549886460889401,0.09619088470935822,10980000,0.0,0.0
1981-07-21 00:00:00-04:00,0.0,0.09480684599491762,0.09134674543834526,0.09203876554965973,7280000,0.0,0.0
1981-07-22 00:00:00-04:00,0.0,0.09238476462186196,0.08892465622712507,0.08927066624164581,8480000,0.0,0.0
1981-07-23 00:00:00-04:00,0.0,0.09065473079681396,0.08684861960858317,0.09065473079681396,12020000,0.0,0.0
1981-07-24 00:00:00-04:00,0.0,0.09376881582794591,0.09100073538268802,0.09203876554965973,15980000,0.0,0.0
1981-07-27 00:00:00-04:00,0.0,0.09480681776122231,0.09307676799814905,0.0934227779507637,7200000,0.0,0.0
1981-07-28 00:00:00-04:00,0.0,0.09480684250593185,0.09342280233423696,0.09480684250593185,15240000,0.0,0.0
1981-07-29 00:00:00-04:00,0.0,0.09792093496051874,0.09549886460889401,0.09619088470935822,5200000,0.0,0.0
1981-07-30 00:00:00-04:00,0.0,0.09757493950242124,0.09480685868660353,0.09722892940044403,12580000,0.0,0.0
1981-07-31 00:00:00-04:00,0.0,0.09965098006220066,0.0982669317978402,0.098612941801548,8000000,0.0,0.0
1981-08-03 00:00:00-04:00,0.0,0.09965100884437561,0.0979209500766149,0.09965100884437561,5620000,0.0,0.0
1981-08-04 00:00:00-04:00,0.0,0.1038031110603666,0.1017270508190465,0.10241907089948654,5080000,0.0,0.0
1981-08-05 00:00:00-04:00,0.0,0.10691725462675095,0.10311114229032457,0.10691725462675095,14800000,0.0,0.0
1981-08-06 00:00:00-04:00,0.0,0.10691722829399711,0.10484116753089785,0.10518717765808105,5340000,0.0,0.0
1981-08-07 00:00:00-04:00,0.0,0.10622520803963069,0.10380313714934823,0.10518717765808105,7100000,0.0,0.0
1981-08-10 00:00:00-04:00,0.0,0.10518715088498055,0.10345710068941115,0.10345710068941116,2720000,0.0,0.0
1981-08-11 00:00:00-04:00,0.0,0.1038031131029129,0.1024190729147989,0.1038031131029129,7160000,0.0,0.0
1981-08-12 00:00:00-04:00,0.0,0.10484114324399842,0.1031110930088559,0.1038031131029129,5860000,0.0,0.0
1981-08-13 00:00:00-04:00,0.0,0.10484114324399842,0.1038031131029129,0.1038031131029129,8540000,0.0,0.0
1981-08-14 00:00:00-04:00,0.0,0.10380308591627532,0.10207303613424301,0.10207303613424301,4780000,0.0,0.0
1981-08-17 00:00:00-04:00,0.0,0.10276511445383396,0.09965102307627514,0.10068905353546143,3440000,0.0,0.0
1981-08-18 00:00:00-04:00,0.0,0.09895895989626557,0.09619087964028133,0.09653688967227936,6000000,0.0,0.0
1981-08-19 00:00:00-04:00,0.0,0.09549885022075259,0.09307678023404416,0.09411481022834778,7240000,0.0,0.0
1981-08-20 00:00:00-04:00,0.0,0.09619088507406559,0.0937688147132576,0.0951528549194336,6480000,0.0,0.0
1981-08-21 00:00:00-04:00,0.0,0.0961908575716809,0.09273075804553439,0.0934227779507637,13160000,0.0,0.0
1981-08-24 00:00:00-04:00,0.0,0.09307679732343478,0.08996269851922989,0.08996269851922989,8980000,0.0,0.0
1981-08-25 00:00:00-04:00,0.0,0.08996269851922989,0.08650259790292512,0.08996269851922989,12900000,0.0,0.0
1981-08-26 00:00:00-04:00,0.0,0.09169276803731918,0.09065472947881623,0.09169276803731918,4580000,0.0,0.0
1981-08-27 00:00:00-04:00,0.0,0.09238479344177924,0.0906547345799452,0.09134676307439804,12640000,0.0,0.0
1981-08-28 00:00:00-04:00,0.0,0.09134676307439804,0.0903087244574848,0.09134676307439804,9900000,0.0,0.0
1981-08-31 00:00:00-04:00,0.0,0.09376881498585733,0.08961668610572815,0.08961668610572815,2300000,0.0,0.0
1981-09-01 00:00:00-04:00,0.0,0.09238477560531697,0.0903087070218431,0.09203876554965973,14300000,0.0,0.0
1981-09-02 00:00:00-04:00,0.0,0.09653693517106621,0.09203880263507865,0.09549890458583832,19660000,0.0,0.0
1981-09-03 00:00:00-04:00,0.0,0.09792092020746104,0.09411481022834778,0.09411481022834778,15300000,0.0,0.0
1981-09-04 00:00:00-04:00,0.0,0.0927307872618043,0.08996269851922989,0.08996269851922989,12660000,0.0,0.0
1981-09-08 00:00:00-04:00,0.0,0.08961670268622014,0.0858105914039811,0.08650261163711548,13260000,0.0,0.0
1981-09-09 00:00:00-04:00,0.0,0.08961667625616655,0.08719460615452138,0.08927066624164581,16640000,0.0,0.0
1981-09-10 00:00:00-04:00,0.0,0.09273080882186889,0.08927069915155238,0.0910007581114769,18280000,0.0,0.0
1981-09-11 00:00:00-04:00,0.0,0.09549890458583832,0.09273082302523059,0.09549890458583832,14520000,0.0,0.0
1981-09-14 00:00:00-04:00,0.0,0.09653689029787188,0.09342279998970922,0.09446083009243011,12680000,0.0,0.0
1981-09-15 00:00:00-04:00,0.0,0.09653689272055047,0.09376881237716068,0.09480684250593185,8820000,0.0,0.0
1981-09-16 00:00:00-04:00,0.0,0.09342280577228868,0.09134674543834526,0.09203876554965973,20800000,0.0,0.0
1981-09-17 00:00:00-04:00,0.0,0.0920387601632198,0.08754062145339257,0.08788663148880005,31920000,0.0,0.0
1981-09-18 00:00:00-04:00,0.0,0.08857867700330618,0.08650261619452534,0.08719463646411896,15640000,0.0,0.0
1981-09-21 00:00:00-04:00,0.0,0.09030870348215103,0.0858105729349133,0.09030870348215103,17140000,0.0,0.0
1981-09-22 00:00:00-04:00,0.0,0.0927307856609742,0.08996269696618586,0.09203876554965973,10780000,0.0,0.0
1981-09-23 00:00:00-04:00,0.0,0.09100073695365192,0.0868486079645556,0.08996269851922989,23220000,0.0,0.0
1981-09-24 00:00:00-04:00,0.0,0.09169275505121087,0.08823264626181719,0.08857865631580353,5660000,0.0,0.0
1981-09-25 00:00:00-04:00,0.0,0.08546456531601877,0.08200445654743112,0.08304249495267868,17560000,0.0,0.0
1981-09-28 00:00:00-04:00,0.0,0.09203876554965973,0.07785233676865215,0.09203876554965973,20020000,0.0,0.0
1981-09-29 00:00:00-04:00,0.0,0.09342278800462368,0.09134672806551689,0.09273076802492142,16740000,0.0,0.0
1981-09-30 00:00:00-04:00,0.0,0.09273078202634763,0.08961668339796061,0.09030870348215103,11300000,0.0,0.0
1981-10-01 00:00:00-04:00,0.0,0.0913467682535553,0.08927069915155238,0.0910007581114769,12620000,0.0,0.0
1981-10-02 00:00:00-04:00,0.0,0.09342278800462368,0.09134672806551689,0.09273076802492142,5940000,0.0,0.0
1981-10-05 00:00:00-04:00,0.0,0.09653689272055047,0.0941148224200844,0.09480684250593185,7260000,0.0,0.0
1981-10-06 00:00:00-04:00,0.0,0.09480683022455019,0.09273077023594295,0.09411481022834778,9980000,0.0,0.0
1981-10-07 00:00:00-04:00,0.0,0.09965101249957901,0.09619090308667225,0.09895898401737213,14240000,0.0,0.0
1981-10-08 00:00:00-04:00,0.0,0.1062251810023222,0.09965099025915847,0.10345710068941116,16580000,0.0,0.0
1981-10-09 00:00:00-04:00,0.0,0.10795525339276073,0.10484116240049977,0.1055331826210022,18900000,0.0,0.0
1981-10-12 00:00:00-04:00,0.0,0.10657119277222882,0.10449513250382882,0.10587917268276215,9220000,0.0,0.0
1981-10-13 00:00:00-04:00,0.0,0.10587920082850943,0.10449516028165817,0.10449516028165817,8440000,0.0,0.0
1981-10-14 00:00:00-04:00,0.0,0.1038031342847455,0.10103505334366916,0.10138106346130371,11740000,0.0,0.0
1981-10-15 00:00:00-04:00,0.0,0.10241904609064947,0.09965096643939779,0.10207303613424301,12040000,0.0,0.0
1981-10-16 00:00:00-04:00,0.0,0.10138100882490014,0.09930494098839852,0.10103499889373779,6080000,0.0,0.0
1981-10-19 00:00:00-04:00,0.0,0.10311112392852881,0.09895899386956779,0.10172708332538605,12980000,0.0,0.0
1981-10-20 00:00:00-04:00,0.0,0.10414912314994142,0.1024190729147989,0.1038031131029129,8100000,0.0,0.0
1981-10-21 00:00:00-04:00,0.0,0.10691722306200707,0.10414914217999734,0.1055331826210022,22940000,0.0,0.0
1981-10-22 00:00:00-04:00,0.0,0.10657119347914092,0.1038031131029129,0.1038031131029129,14540000,0.0,0.0
1981-10-23 00:00:00-04:00,0.0,0.10414915438088589,0.10138107317460035,0.10172708332538605,3760000,0.0,0.0
1981-10-26 00:00:00-05:00,0.0,0.10068902883841048,0.09965099863383273,0.1003430187702179,6140000,0.0,0.0
1981-10-27 00:00:00-05:00,0.0,0.10276511377774313,0.10034304272224327,0.10172708332538605,9520000,0.0,0.0
1981-10-28 00:00:00-05:00,0.0,0.10414912110058663,0.10241907089948654,0.10241907089948654,6260000,0.0,0.0
1981-10-29 00:00:00-05:00,0.0,0.10345715063613323,0.10241912001765438,0.1031111404299736,980000,0.0,0.0
1981-10-30 00:00:00-05:00,0.0,0.11210737657870781,0.10276509588460976,0.11141535639762878,24780000,0.0,0.0
1981-11-02 00:00:00-05:00,0.0,0.11349141694086586,0.10968530594493124,0.11141535639762878,12720000,0.0,0.0
1981-11-03 00:00:00-05:00,0.0,0.11487546619351456,0.11037733466837964,0.11383743584156036,16140000,0.0,0.0
1981-11-04 00:00:00-05:00,0.0,0.1172975636753683,0.11279942319467065,0.11314543336629868,18560000,0.0,0.0
1981-11-05 00:00:00-05:00,0.0,0.11383738149187703,0.10933925211429596,0.10933925211429596,18140000,0.0,0.0
1981-11-06 00:00:00-05:00,0.0,0.11037729557434367,0.10657117738238478,0.1079552173614502,8540000,0.0,0.0
1981-11-09 00:00:00-05:00,0.0,0.10933932214054536,0.10795527319611826,0.10864730179309845,7020000,0.0,0.0
1981-11-10 00:00:00-05:00,0.0,0.11072334240423849,0.10830127163510636,0.1089932918548584,8820000,0.0,0.0
1981-11-11 00:00:00-05:00,0.0,0.10899332415069951,0.10553321377714135,0.10691725462675095,6620000,0.0,0.0
1981-11-12 00:00:00-05:00,0.0,0.11072334240423849,0.10691722294607055,0.1089932918548584,16140000,0.0,0.0
