Date, Open, High, Low, Close, Volume
02/08/24, 746360, 746360, 741860, 744800, 200
02/07/24, 746000, 746000, 746000, 746000, 28
02/06/24, 746000, 746000, 746000, 746000, 47
02/05/24, 749460, 749460, 745600, 745600, 347
02/02/24, 726620, 726620, 723400, 723400, 1558
02/01/24, 718400, 718400, 718400, 718400, 73
01/31/24, 727220, 727220, 722700, 722700, 91
01/30/24, 751100, 751100, 747900, 747900, 2958
01/29/24, 749080, 752040, 749080, 752040, 1510
01/26/24, 760000, 760000, 760000, 760000, 25
01/25/24, 770000, 770000, 757000, 770000, 19
01/24/24, 770000, 770000, 770000, 770000, 145
01/23/24, 764000, 770000, 764000, 770000, 521
01/22/24, 750220, 750220, 750220, 750220, 21
01/19/24, 742800, 744420, 742800, 744420, 66
01/18/24, 738720, 738720, 735960, 735960, 107
01/17/24, 717260, 721080, 717240, 720880, 255
01/16/24, 716000, 725680, 716000, 725680, 222
01/15/24, 725340, 725340, 725340, 725340, 26
01/12/24, 720000, 720000, 720000, 720000, 22
01/11/24, 720000, 720000, 720000, 720000, 34
01/10/24, 735000, 735000, 735000, 735000, 33
01/09/24, 726000, 726000, 726000, 726000, 62
01/05/24, 719000, 720000, 704800, 704800, 716
01/04/24, 710820, 710820, 710820, 710820, 87
01/03/24, 739880, 739880, 739880, 739880, 37
01/02/24, 739880, 739880, 739880, 739880, 36
12/28/23, 756680, 756680, 756680, 756680, 4
12/27/23, 756680, 756680, 756680, 756680, 5
12/26/23, 756680, 756680, 756680, 756680, 4
12/22/23, 765700, 765700, 765700, 765700, 16
12/21/23, 765700, 765700, 765700, 765700, 20
12/20/23, 781740, 781740, 781740, 781740, 24
12/19/23, 781740, 781740, 781740, 781740, 8
12/18/23, 781740, 781740, 781740, 781740, 8
12/15/23, 782680, 782680, 782680, 782680, 9
12/14/23, 782680, 782680, 782680, 782680, 44
12/13/23, 783480, 783480, 782680, 782680, 99
12/12/23, 768500, 768500, 768500, 768500, 27
12/11/23, 782540, 782540, 782540, 782540, 17
12/07/23, 773900, 773900, 773900, 773900, 7
12/06/23, 773900, 773900, 773900, 773900, 10
12/05/23, 773900, 773900, 773900, 773900, 32
12/04/23, 753800, 753800, 753800, 753800, 24
12/01/23, 757240, 757240, 757240, 757240, 30
11/30/23, 763840, 763840, 759880, 759880, 44
11/29/23, 757000, 757000, 757000, 757000, 4
11/28/23, 757000, 757000, 757000, 757000, 5
11/27/23, 757000, 757000, 757000, 757000, 23
11/24/23, 766000, 766000, 766000, 766000, 32
11/23/23, 780240, 780240, 780240, 780240, 3
11/22/23, 780240, 780240, 780240, 780240, 109
11/21/23, 765040, 765040, 765040, 765040, 26
11/20/23, 774160, 774160, 765040, 765040, 52
11/17/23, 773240, 773240, 773240, 773240, 25
11/16/23, 772300, 773560, 772300, 773240, 110
11/15/23, 746480, 755000, 746480, 755000, 153
11/14/23, 746080, 746080, 690020, 746080, 44
11/10/23, 741600, 749460, 741600, 749460, 114
11/09/23, 729940, 739000, 700020, 729940, 3
11/08/23, 729940, 729940, 729940, 729940, 5
11/07/23, 715900, 729940, 715900, 729940, 160
11/03/23, 693530, 696500, 693530, 696500, 103
11/02/23, 712800, 717700, 712800, 717700, 89
11/01/23, 706290, 706660, 706000, 706000, 143
10/31/23, 691560, 703220, 691560, 703220, 54
10/30/23, 693170, 715000, 692000, 693170, 75
10/27/23, 686340, 698200, 686340, 690000, 118
10/26/23, 697730, 697730, 690140, 690220, 152
10/25/23, 732810, 732810, 659530, 732810, 6
10/24/23, 732810, 768000, 659530, 732810, 8
10/23/23, 732810, 737760, 730310, 732810, 15
10/20/23, 737760, 737760, 737760, 737760, 211
10/19/23, 749580, 749580, 749580, 749580, 117
10/18/23, 736760, 750810, 736760, 750810, 90
10/17/23, 747610, 748770, 747610, 748770, 81
10/13/23, 771000, 771000, 771000, 771000, 15
10/12/23, 764010, 771000, 764010, 771000, 67
10/11/23, 752130, 752130, 752130, 752130, 43
10/10/23, 757780, 760740, 756820, 756820, 96
10/09/23, 764800, 769940, 764270, 769940, 315
10/06/23, 765000, 767520, 764990, 767520, 107
10/05/23, 756890, 760310, 756890, 760310, 113
10/04/23, 727000, 746000, 727000, 746000, 133
10/03/23, 720500, 722400, 720500, 722400, 69
10/02/23, 720500, 720500, 720500, 720500, 549
09/29/23, 698430, 698430, 698430, 698430, 47
09/28/23, 693560, 698000, 693560, 698000, 72
09/27/23, 701360, 701360, 701360, 701360, 5
09/26/23, 701360, 701360, 701360, 701360, 38
09/25/23, 690190, 690190, 690190, 690190, 24
09/22/23, 705530, 705530, 705530, 705530, 18
09/21/23, 705530, 705530, 705530, 705530, 18
09/20/23, 705530, 705530, 705530, 705530, 29
09/19/23, 705530, 705530, 705530, 705530, 28
09/18/23, 695160, 695160, 695160, 695160, 50
09/15/23, 688950, 688950, 685000, 685000, 344
09/14/23, 690630, 690630, 689000, 689000, 173
09/13/23, 692000, 692000, 692000, 692000, 53
09/12/23, 716400, 716400, 700000, 700000, 421
09/11/23, 714590, 716370, 713000, 713000, 107
09/08/23, 718660, 720830, 718660, 720830, 93
09/07/23, 731000, 731000, 715000, 715000, 70
09/06/23, 741810, 741810, 741810, 741810, 53
09/05/23, 765330, 774000, 765330, 774000, 191
09/04/23, 769840, 769840, 769840, 769840, 16
09/01/23, 771000, 771000, 761000, 771000, 19
08/31/23, 770540, 771000, 767940, 771000, 149
08/30/23, 758240, 766040, 758240, 765640, 524
08/29/23, 753030, 753030, 753030, 753030, 123
08/28/23, 730480, 740000, 730480, 740000, 99
08/25/23, 737040, 737040, 737040, 737040, 18
08/24/23, 737040, 737040, 737040, 737040, 12
08/23/23, 737040, 737040, 737040, 737040, 26
08/22/23, 724800, 724800, 724800, 724800, 38
08/18/23, 719070, 719070, 719070, 719070, 11
08/17/23, 718750, 719070, 718750, 719070, 133
08/16/23, 735370, 735370, 735370, 735370, 122
08/15/23, 729000, 729000, 729000, 729000, 57
08/14/23, 706430, 706430, 706430, 706430, 27
08/11/23, 706810, 706810, 706810, 706810, 60
08/10/23, 711130, 717370, 701060, 706510, 575
08/09/23, 720000, 720000, 715290, 715290, 143
08/08/23, 731740, 733940, 731450, 733940, 120
08/04/23, 758320, 764230, 737900, 738340, 1088
08/03/23, 798790, 798790, 798790, 798790, 33
08/02/23, 785000, 785000, 785000, 785000, 29
08/01/23, 772380, 772380, 772380, 772380, 17
07/31/23, 772380, 772380, 772380, 772380, 55
07/28/23, 770000, 770000, 770000, 770000, 56
07/27/23, 768820, 768820, 768820, 768820, 20
07/26/23, 773030, 773030, 773030, 773030, 7
07/25/23, 773030, 773030, 773030, 773030, 45
07/24/23, 765360, 765360, 764460, 764460, 52
07/21/23, 766790, 766790, 762550, 762550, 110
07/19/23, 786070, 786070, 773490, 773490, 34
07/18/23, 772050, 772050, 772050, 772050, 29
07/17/23, 785260, 788130, 785260, 788130, 50
07/14/23, 781000, 781000, 781000, 781000, 81
07/13/23, 783260, 783260, 783260, 783260, 13
07/12/23, 785030, 785030, 783260, 783260, 45
07/11/23, 785000, 785000, 783260, 783260, 37
07/10/23, 783800, 783800, 783800, 783800, 81
07/07/23, 805860, 805860, 805860, 805860, 15
07/06/23, 808840, 808840, 805860, 805860, 40
07/05/23, 792060, 792060, 788610, 788610, 35
07/04/23, 804020, 804020, 804020, 804020, 16
06/30/23, 803780, 804190, 803780, 804190, 44
06/29/23, 790190, 791000, 790190, 791000, 92
06/28/23, 789130, 789130, 789130, 789130, 31
06/27/23, 778090, 778090, 778090, 778090, 9
06/26/23, 778090, 778090, 778090, 778090, 31
06/23/23, 785200, 785740, 780540, 780540, 45
06/22/23, 772450, 772450, 772450, 772450, 5
06/21/23, 772450, 772450, 772450, 772450, 29
06/20/23, 771260, 772450, 771260, 772450, 66
06/16/23, 769000, 771300, 769000, 771300, 1321
06/15/23, 770000, 770000, 770000, 770000, 35
06/14/23, 765710, 765710, 765710, 765710, 20
06/13/23, 767080, 767080, 765710, 765710, 86
06/09/23, 757510, 761960, 757510, 761960, 46
06/08/23, 747420, 747420, 747420, 747420, 28
06/07/23, 755900, 755900, 755900, 755900, 11
06/06/23, 752500, 756380, 752500, 755900, 90
06/05/23, 791760, 791760, 762170, 762170, 96
06/02/23, 790160, 790160, 790160, 790160, 44
06/01/23, 780330, 780330, 780330, 780330, 25
05/31/23, 799200, 799200, 799200, 799200, 25
05/30/23, 781520, 781520, 778280, 778280, 105
05/29/23, 760360, 788890, 760360, 788890, 20
05/26/23, 760360, 760360, 760360, 760360, 5
05/25/23, 760360, 760360, 760360, 760360, 6
05/24/23, 760360, 760360, 760360, 760360, 30
05/23/23, 775100, 775100, 775100, 775100, 32
05/19/23, 794000, 794000, 794000, 794000, 41
05/18/23, 776260, 776260, 776260, 776260, 10
05/17/23, 778870, 778870, 776260, 776260, 41
05/16/23, 777830, 778870, 777830, 778870, 33
05/15/23, 780840, 780840, 778590, 778590, 101
05/12/23, 790260, 790260, 782600, 782600, 42
05/11/23, 790000, 800240, 790000, 800240, 213
05/10/23, 785220, 785220, 785220, 785220, 18
05/09/23, 785220, 785220, 785220, 785220, 17
05/08/23, 774880, 785220, 774880, 785220, 75
05/05/23, 787280, 791000, 787280, 791000, 68
05/04/23, 767890, 767890, 767890, 767890, 28
05/03/23, 789000, 800000, 775000, 789000, 45
05/02/23, 791090, 791090, 789000, 789000, 90
04/28/23, 785780, 785780, 785780, 785780, 77
04/27/23, 770700, 780000, 770700, 780000, 137
04/26/23, 742000, 742000, 742000, 742000, 36
04/25/23, 746490, 746490, 746490, 746490, 8
04/24/23, 746490, 746490, 734000, 746490, 6
04/21/23, 763780, 763780, 738890, 763780, 20
04/20/23, 763780, 763780, 763780, 763780, 16
04/19/23, 753550, 763780, 753550, 763780, 412
04/18/23, 744310, 744700, 744310, 744700, 104
04/17/23, 731100, 731100, 731100, 731100, 14
04/14/23, 726300, 726300, 723420, 726300, 13
04/13/23, 726300, 726300, 726300, 726300, 43
04/12/23, 726300, 726300, 726300, 726300, 16
04/11/23, 766140, 766140, 766140, 766140, 2
04/10/23, 766140, 766140, 766140, 766140, 12
04/05/23, 758160, 758160, 758160, 758160, 10
04/04/23, 758160, 758160, 758160, 758160, 126
04/03/23, 761000, 761000, 761000, 761000, 202
03/31/23, 759870, 835850, 759870, 759870, 5
03/30/23, 759870, 759870, 759870, 759870, 6
03/28/23, 759870, 759870, 759870, 759870, 11
03/27/23, 759870, 759870, 759870, 759870, 13
03/24/23, 751000, 751000, 751000, 751000, 20
03/23/23, 764570, 766350, 750640, 750640, 651
03/22/23, 762590, 772940, 759000, 759000, 665
03/21/23, 753440, 758230, 753030, 758230, 149
03/17/23, 748570, 752000, 746090, 752000, 306
03/16/23, 752850, 752850, 752850, 752850, 180
03/15/23, 723000, 739000, 723000, 739000, 295
03/14/23, 720000, 720000, 718190, 718190, 182
03/13/23, 729460, 729460, 729460, 729460, 36
03/10/23, 726010, 730010, 683060, 726010, 8
03/09/23, 726010, 726010, 726010, 726010, 14
03/08/23, 720500, 726010, 720500, 726010, 46
03/07/23, 724140, 724140, 724140, 724140, 19
03/06/23, 732840, 732840, 723150, 723150, 46
03/03/23, 718450, 718450, 718450, 718450, 165
03/02/23, 706910, 706910, 706910, 706910, 6
03/01/23, 706910, 706910, 706910, 706910, 18
02/28/23, 706910, 764820, 706910, 706910, 13
02/27/23, 711440, 711440, 706910, 706910, 45
02/24/23, 709000, 709000, 709000, 709000, 47
02/23/23, 723670, 723670, 723670, 723670, 45
02/22/23, 726230, 726230, 726230, 726230, 49
02/21/23, 750380, 750380, 750380, 750380, 13
02/17/23, 744530, 748180, 744530, 748180, 61
02/16/23, 764820, 764820, 764820, 764820, 229
02/15/23, 754110, 757750, 748180, 757750, 282
02/14/23, 725280, 725500, 725280, 725500, 63
02/13/23, 731650, 739260, 731650, 739260, 371
02/10/23, 721710, 721710, 721710, 731710, 21
02/09/23, 731710, 731710, 731710, 731710, 11
02/08/23, 731710, 731710, 731710, 731710, 9
02/07/23, 731710, 731710, 731710, 731710, 351
02/06/23, 721470, 721470, 721470, 721470, 36
02/03/23, 696410, 735000, 696410, 727300, 573
02/02/23, 679130, 700000, 679130, 691760, 154
02/01/23, 659700, 672400, 659700, 672400, 511
01/31/23, 673000, 673000, 673000, 673000, 39
01/30/23, 671300, 671300, 665130, 670000, 120
01/27/23, 656750, 672000, 656750, 669600, 313
01/26/23, 643940, 643940, 643940, 643940, 16
01/25/23, 643940, 643940, 643940, 643940, 17
01/24/23, 643940, 643940, 643940, 643940, 22
01/23/23, 639300, 647730, 639300, 643940, 94
01/20/23, 630750, 630750, 630750, 630750, 45
01/19/23, 639660, 639660, 639660, 639660, 25
01/18/23, 639660, 639660, 639660, 639660, 83
01/17/23, 635190, 642410, 635190, 639970, 165
01/13/23, 625760, 625760, 625760, 625760, 6
01/12/23, 622470, 622470, 622470, 622470, 58
01/11/23, 629480, 629480, 629480, 629480, 38
01/10/23, 621450, 621450, 621450, 621450, 50
01/06/23, 612450, 612450, 612450, 612450, 24
01/05/23, 612450, 612450, 612450, 612450, 22
01/04/23, 612450, 612450, 612450, 612450, 23
01/03/23, 603440, 612450, 603440, 612450, 163
01/02/23, 624990, 624990, 624990, 624990, 5
12/29/22, 622080, 622080, 622080, 622080, 1299
12/28/22, 675000, 675000, 675000, 675000, 31
12/27/22, 625680, 625680, 625680, 625680, 5
12/26/22, 648120, 648120, 648120, 648120, 19
12/23/22, 631940, 631940, 631940, 631940, 8
12/22/22, 631940, 631940, 631940, 631940, 18
12/21/22, 631940, 631940, 631940, 631940, 16
12/20/22, 671389, 671389, 671389, 671389, 18
12/19/22, 689000, 689000, 689000, 689000, 24
12/16/22, 656000, 656000, 656000, 656000, 1
12/15/22, 675790, 675790, 656000, 656000, 225
12/14/22, 706710, 706710, 706710, 706710, 5
12/13/22, 706710, 706710, 706710, 706710, 43
12/12/22, 686450, 686450, 686450, 686450, 52
12/09/22, 682710, 682710, 682710, 682710, 46
12/07/22, 678710, 678710, 678710, 678710, 45
12/06/22, 697990, 697990, 697990, 697990, 22
12/05/22, 704640, 704640, 704640, 704640, 35
12/02/22, 700000, 700000, 700000, 700000, 28
12/01/22, 705830, 705830, 705830, 705830, 106
11/30/22, 680570, 703500, 680570, 703500, 56
11/29/22, 692000, 692000, 679400, 681670, 319
11/28/22, 704160, 704160, 704160, 704160, 43
11/25/22, 734720, 734720, 734720, 734720, 12
11/24/22, 734720, 734720, 734720, 734720, 2
11/23/22, 734720, 734720, 734720, 734720, 121
11/22/22, 726880, 726880, 726880, 726880, 29
11/21/22, 734900, 734900, 733320, 733320, 63
11/18/22, 749850, 749850, 749850, 749850, 60
11/17/22, 742500, 744730, 742500, 744730, 93
11/16/22, 730960, 730960, 730960, 730960, 28
11/15/22, 728970, 740280, 728970, 730960, 149
11/11/22, 715950, 720020, 715950, 720020, 42
11/10/22, 686070, 698470, 686070, 698470, 77
11/09/22, 664900, 664900, 664900, 664900, 72
11/08/22, 701280, 701280, 687580, 687580, 92
11/04/22, 707000, 707000, 690000, 690000, 184
11/03/22, 715910, 715910, 711000, 713000, 93
11/02/22, 744440, 757810, 734740, 734740, 162
11/01/22, 752550, 752610, 744800, 752610, 155
10/31/22, 744470, 757100, 744470, 757100, 277
10/28/22, 734900, 758960, 734900, 754040, 178
10/27/22, 731880, 731880, 731880, 731880, 25
10/26/22, 730000, 744070, 730000, 731880, 120
10/25/22, 749050, 758390, 749050, 758390, 40
10/24/22, 725000, 740530, 725000, 740530, 89
10/21/22, 702180, 712090, 702180, 712090, 74
10/20/22, 704810, 704810, 704180, 704180, 78
10/19/22, 695090, 695090, 695090, 695090, 36
10/18/22, 686000, 692050, 680020, 680020, 109
10/14/22, 645050, 645050, 645050, 645050, 12
10/13/22, 645050, 645050, 645050, 645050, 17
10/12/22, 645050, 645050, 645050, 645050, 15
10/11/22, 645050, 645050, 645050, 645050, 14
10/10/22, 648810, 648810, 646900, 646900, 50
10/07/22, 653610, 653610, 644290, 644290, 81
10/06/22, 681480, 681480, 678000, 678000, 57
10/05/22, 655590, 663000, 655590, 663000, 80
10/04/22, 651700, 651700, 651700, 651700, 39
10/03/22, 634410, 634410, 634410, 634410, 39
09/30/22, 653000, 653000, 639900, 645810, 108
09/29/22, 662900, 662900, 662900, 662900, 29
09/28/22, 654890, 662900, 654890, 662900, 92
09/27/22, 684700, 684700, 684700, 684700, 14
09/26/22, 680500, 684700, 680500, 684700, 442
09/23/22, 662830, 662830, 662830, 662830, 13
09/22/22, 667870, 667870, 662830, 662830, 59
09/21/22, 694000, 694000, 681070, 681070, 72
09/20/22, 696090, 696090, 694000, 694000, 65
09/19/22, 668480, 668480, 668480, 668480, 18
09/16/22, 677000, 677000, 662450, 662450, 113
09/15/22, 683920, 683920, 672890, 677740, 83
09/14/22, 685890, 685890, 685890, 685890, 25
09/13/22, 708380, 708380, 685890, 685890, 257
09/12/22, 696000, 712500, 696000, 712500, 199
09/09/22, 682010, 682010, 682010, 682010, 69
09/08/22, 680580, 680580, 676540, 677650, 117
09/07/22, 689790, 690360, 689790, 690360, 189
09/06/22, 695960, 695960, 695960, 695960, 45
09/05/22, 695960, 695960, 695960, 695960, 4
09/02/22, 703340, 703340, 703340, 703340, 61
09/01/22, 696070, 703400, 696070, 703400, 523
08/31/22, 703260, 705700, 701610, 701610, 517
08/30/22, 704910, 704910, 698480, 698480, 74
08/29/22, 711820, 711820, 701860, 710660, 191
08/26/22, 736980, 736980, 736980, 736980, 34
08/25/22, 752000, 752000, 742140, 742140, 40
08/24/22, 729390, 729390, 729390, 729390, 44
08/23/22, 742630, 742630, 742630, 742630, 40
08/22/22, 741780, 747890, 741780, 742630, 167
08/19/22, 759000, 760000, 750230, 750230, 168
08/18/22, 761680, 761680, 761680, 761680, 16
08/17/22, 745000, 761680, 745000, 761680, 259
08/16/22, 727470, 727470, 727470, 727470, 45
08/12/22, 714950, 714950, 714950, 714950, 38
08/11/22, 717000, 717000, 717000, 717000, 51
08/10/22, 718500, 718500, 717000, 717000, 1165
08/09/22, 717170, 717170, 717170, 717170, 32
08/08/22, 717170, 717170, 717170, 717170, 34
08/05/22, 711180, 711180, 711180, 711180, 36
08/04/22, 710000, 710000, 710000, 710000, 67
08/03/22, 709500, 711000, 709500, 711000, 111
08/02/22, 698000, 698000, 698000, 698000, 57
08/01/22, 698840, 698840, 698840, 698840, 46
07/29/22, 701000, 701000, 630000, 695000, 306
07/28/22, 680340, 681000, 680340, 681000, 36
07/27/22, 681670, 681670, 680340, 680340, 62
07/26/22, 681670, 681670, 681670, 681670, 17
07/25/22, 681670, 681670, 681670, 681670, 22
07/22/22, 685000, 685000, 685000, 685000, 82
07/21/22, 675350, 691140, 670420, 691140, 375
07/19/22, 660090, 660090, 660090, 660090, 30
07/18/22, 660090, 660090, 660090, 660090, 36
07/15/22, 667390, 667390, 667390, 667390, 21
07/14/22, 667390, 667390, 667390, 667390, 40
07/13/22, 664120, 667390, 662040, 667390, 368
07/12/22, 682120, 689150, 681000, 683700, 347
07/11/22, 701000, 701000, 657050, 667740, 142
07/08/22, 639650, 647530, 639650, 647530, 240
07/07/22, 630000, 640000, 629850, 640000, 186
07/06/22, 617320, 622760, 617320, 622510, 438
07/05/22, 586070, 589190, 586070, 589190, 180
07/01/22, 572450, 574220, 572240, 574220, 443
06/30/22, 568200, 571530, 568200, 571530, 558
06/29/22, 574190, 574190, 574190, 574190, 43
06/28/22, 579050, 579050, 567220, 567220, 207
06/24/22, 584140, 584140, 576580, 577530, 240
06/23/22, 550530, 563350, 549870, 563350, 384
06/22/22, 543770, 543770, 543770, 543770, 86
06/21/22, 549440, 549440, 549440, 549440, 97
06/17/22, 512220, 513030, 512220, 512220, 488
06/16/22, 515940, 515940, 515940, 515940, 108
06/15/22, 529950, 532460, 520500, 532460, 371
06/14/22, 526670, 529950, 522160, 529950, 330
06/13/22, 538020, 538130, 531180, 531180, 377
06/10/22, 540900, 545980, 540900, 545980, 284
06/09/22, 565000, 565000, 565000, 565000, 224
06/08/22, 561550, 561550, 561150, 561150, 61
06/07/22, 558120, 558120, 558120, 558120, 65
06/06/22, 564600, 564730, 557630, 557630, 228
06/03/22, 546860, 547450, 546860, 547450, 172
06/02/22, 561680, 561680, 561680, 561680, 163
06/01/22, 568990, 568990, 565850, 567800, 139
05/31/22, 561900, 568490, 561900, 568490, 332
05/27/22, 578730, 582000, 578730, 582000, 156
05/26/22, 551000, 551000, 551000, 551000, 38
05/25/22, 555000, 555000, 551000, 551000, 169
05/24/22, 551000, 551000, 551000, 551000, 50
05/23/22, 551540, 553030, 551540, 553030, 231
05/20/22, 557630, 561570, 536300, 536300, 279
05/19/22, 560210, 564250, 556500, 562240, 229
05/18/22, 578900, 578900, 578900, 578900, 118
05/17/22, 595470, 595470, 595470, 595470, 17
05/16/22, 591150, 595470, 591150, 595470, 1212
05/13/22, 600000, 600000, 600000, 600000, 71
05/12/22, 592970, 600990, 569590, 575530, 1233
05/11/22, 627000, 627000, 627000, 627000, 103
05/10/22, 636170, 636170, 636170, 636170, 245
